@relation vowel_insig_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
716,-0.050476,-0.120989,0.400977,-0.131609,0.0698,-0.054891,0.079655,0.808748,-1.49679,0.321445,-1.057524,-1.806514,class1,cluster7
717,-0.012244,-0.107031,-0.527298,-0.243287,-0.276074,0.344337,-0.259359,0.426984,-0.233304,-0.281638,-0.455115,-0.921781,class2,cluster9
718,-0.012531,-0.112911,-0.088865,-0.169835,-0.567145,0.783049,-0.526204,0.668344,-0.025437,0.176839,-1.313162,-0.138895,class3,cluster8
719,-0.108497,0.190043,-0.030022,0.63548,0.084962,-0.588035,-0.413417,1.004129,0.07873,0.855149,-1.29573,0.996639,class4,cluster8
720,-0.112983,0.266933,0.002962,0.721701,-0.122717,-0.827239,-0.586036,1.197234,-0.00503,0.487119,-0.874101,0.228382,class5,cluster8
721,-0.069732,0.111535,-0.305586,0.184224,0.823807,-0.803607,-0.29947,1.530441,0.392105,1.720959,-0.10094,0.946236,class6,cluster8
722,-0.02581,-0.235602,0.000716,-0.254075,-0.214592,-0.233525,0.478249,0.915257,-0.452158,1.527972,0.50207,1.848259,class7,cluster3
723,0.039168,0.037011,-0.158494,-0.784246,-0.108581,0.391492,-0.349505,0.127079,-0.786975,0.702227,0.335127,0.786666,class8,cluster9
724,0.018149,0.151727,-0.000557,-0.626049,-0.16203,-0.289493,-0.715035,0.038397,-1.225137,0.410678,0.691592,1.713946,class9,cluster6
725,0.030401,-0.300329,-0.330267,-0.761014,0.062272,0.200748,-0.103044,0.865632,-0.560056,0.240387,-0.023765,-0.594547,class10,cluster9
726,-0.16971,-0.118416,-0.332163,0.009304,0.132885,0.072117,0.678601,0.13636,-1.00283,-0.288077,-1.298657,-2.72087,class0,cluster7
727,-0.164903,0.089667,-0.443993,0.095434,0.049361,0.376612,0.010528,0.195738,-0.843411,-0.210798,-0.54366,-1.756021,class1,cluster7
728,-0.101495,0.169991,-0.675614,-0.241109,-0.092926,0.568573,-0.284301,0.6119,0.376886,-0.225541,-1.401275,-1.263889,class2,cluster8
729,-0.158125,-0.069889,-0.349921,0.11631,-0.199496,-0.029861,-0.682983,0.909008,0.843471,0.567909,-0.93699,-0.571156,class3,cluster8
730,-0.201224,-0.267659,0.035341,0.272714,-0.130018,0.116272,-0.548351,0.543788,0.162218,1.248875,-0.52008,-0.151464,class4,cluster8
731,-0.18361,-0.158065,0.056804,0.195998,-0.259035,0.361948,-0.407261,0.579373,0.160891,1.252581,-0.555305,-0.563085,class5,cluster8
732,-0.104205,0.060341,-0.291167,-0.474901,0.149008,0.247136,-0.81528,0.024387,0.141256,0.926436,-0.619806,0.928632,class6,cluster8
733,-0.11046,0.101882,-0.103464,-0.505187,0.076603,-0.037456,-0.548693,-0.723929,-1.229209,-0.137937,-1.360453,1.503174,class7,cluster6
734,-0.160561,-0.028739,-0.416982,0.055443,-0.206152,-0.267751,0.48035,-0.063525,-1.069768,-0.313666,-0.911655,1.609327,class8,cluster2
735,-0.176994,0.053715,-0.057896,0.019419,0.01422,-0.398311,0.279569,-0.052701,-1.769798,-0.083293,0.153226,-1.347908,class9,cluster3
736,-0.151578,0.054882,-0.318065,0.060422,-0.117795,0.53974,-0.827397,0.720697,-0.391028,0.08369,-0.228032,-0.329898,class10,cluster8
737,-0.17042,-0.148208,-0.249701,-0.008793,0.166238,0.075126,0.527582,0.171137,-1.005298,-0.266502,-1.456578,-2.769513,class0,cluster7
738,-0.144866,0.188266,-0.304531,-0.053157,0.094645,0.166078,-0.674036,0.444773,-0.689878,-0.265114,-0.557386,-1.62068,class1,cluster8
739,-0.125241,0.226973,-0.397751,0.031556,-0.346627,0.462991,-0.42303,1.089548,0.115203,-0.304338,-1.232479,-1.256536,class2,cluster8
740,-0.148696,-0.049228,-0.375476,0.040401,-0.189964,0.016809,-0.588648,0.87846,0.82767,0.616329,-0.859426,-0.593354,class3,cluster8
741,-0.192113,-0.209709,-0.019262,0.220511,-0.059749,0.143806,-0.680903,0.614449,0.211526,1.215643,-0.44172,-0.140942,class4,cluster8
742,-0.178381,-0.09843,0.044508,0.148692,-0.124817,0.275369,-0.555542,0.617959,0.172616,1.273828,-0.517314,-0.560148,class5,cluster8
743,-0.109061,0.066666,-0.157769,-0.399251,0.051161,0.126194,-0.921491,0.35042,0.046062,0.816499,-0.652569,1.01846,class6,cluster8
744,-0.088369,0.19268,-0.276879,-0.599189,-0.022001,-0.002651,-0.560392,-0.641867,-1.042168,-0.341842,-1.20922,1.668336,class7,cluster6
745,-0.165224,0.025722,-0.588777,0.095803,0.049526,-0.283478,0.534185,-0.02824,-0.994496,-0.118082,-0.608032,1.805788,class8,cluster6
746,-0.193855,0.044314,-0.044684,0.154439,-0.027993,-0.464347,0.41781,-0.147779,-1.868585,-0.126108,0.103362,-1.350389,class9,cluster3
747,-0.152555,0.108233,-0.308392,0.096211,-0.129224,0.589497,-0.794264,0.759525,-0.470075,0.093263,-0.167243,-0.256638,class10,cluster8
748,-0.174943,-0.167552,-0.263167,0.014387,0.19857,-0.004731,0.528753,0.154311,-1.00735,-0.308167,-1.49757,-2.784719,class0,cluster7
749,-0.124471,0.204649,-0.316509,-0.238172,0.138624,0.060741,-0.692842,0.421669,-0.576348,-0.212137,-0.57616,-1.626805,class1,cluster8
750,-0.132525,0.238327,-0.381913,0.085182,-0.351091,0.424538,-0.460211,1.052022,0.021944,-0.337538,-1.123186,-1.279629,class2,cluster8
751,-0.157162,-0.051612,-0.453641,0.116835,-0.174551,-0.04529,-0.501161,0.838201,0.838823,0.546342,-0.835125,-0.557394,class3,cluster8
752,-0.176746,-0.279145,0.033466,0.058428,-0.074124,0.256354,-0.656465,0.58515,0.127059,1.218847,-0.544814,-0.091858,class4,cluster8
753,-0.161099,-0.080882,0.051488,0.017815,-0.082971,0.399254,-0.765777,0.718385,0.099158,1.12172,-0.588919,-0.50705,class5,cluster8
754,-0.131358,0.053177,-0.061852,-0.213015,0.037492,-0.183548,-1.038111,0.547249,-0.053651,0.668129,-0.723716,1.139111,class6,cluster8
755,-0.06975,0.196871,-0.272879,-0.67194,-0.181992,-0.272278,-0.461892,-0.006264,-0.587068,-0.068381,-0.808154,1.904854,class7,cluster6
756,-0.136341,0.173897,-0.433024,-0.122167,0.080281,-0.234503,0.003043,0.054127,-0.966388,-0.070897,-0.61853,1.744433,class8,cluster6
757,-0.210232,0.030022,-0.035151,0.283551,-0.000753,-0.380317,0.16423,-0.158583,-1.93054,-0.151234,0.235083,-1.218336,class9,cluster3
758,-0.141767,0.077473,-0.308385,-0.026311,-0.02504,0.695113,-0.743149,0.725753,-0.579132,0.080761,-0.298761,-0.382481,class10,cluster8
759,-0.183993,-0.195852,-0.270965,0.070709,0.219045,-0.106054,0.545631,0.141696,-1.051581,-0.350023,-1.456394,-2.794768,class0,cluster7
760,-0.117316,0.198664,-0.303202,-0.315646,0.237962,0.011864,-0.733086,0.538272,-0.541079,-0.10266,-0.513003,-1.666916,class1,cluster8
761,-0.119588,0.210172,-0.52922,-0.057304,-0.215135,0.514251,-0.399742,0.829874,0.055691,-0.391265,-1.19777,-1.285833,class2,cluster8
762,-0.174671,-0.054123,-0.486547,0.239485,-0.107597,-0.087718,-0.451107,0.666702,0.756737,0.535767,-0.87025,-0.502119,class3,cluster8
763,-0.177858,-0.383748,0.103197,0.006342,-0.069029,0.444617,-0.539603,0.421402,-0.125657,1.239836,-0.665839,-0.007031,class4,cluster8
764,-0.166183,-0.049494,-0.015668,0.084719,-0.088773,0.235277,-0.784221,0.761299,0.071394,0.897303,-0.556204,-0.470553,class5,cluster8
765,-0.140005,-0.028916,-0.056074,-0.182634,0.05723,-0.137484,-1.013995,0.43622,-0.203931,0.565419,-0.828812,1.17514,class6,cluster8
766,-0.099629,0.102103,-0.268293,-0.458622,-0.290683,-0.363716,-0.037708,-0.199376,-0.772142,-0.074159,-0.795032,1.912726,class7,cluster6
767,-0.113861,0.269282,-0.322594,-0.297717,-0.031205,-0.272909,-0.101271,-0.04807,-0.945677,-0.025295,-0.617713,1.609534,class8,cluster6
768,-0.21392,0.044002,-0.045551,0.319636,-0.012261,-0.255088,0.001256,-0.206504,-2.012318,-0.163417,0.449316,-1.02498,class9,cluster3
769,-0.133371,0.025994,-0.310955,-0.113859,-0.089667,0.600584,-0.837652,0.722645,-0.50393,0.001256,-0.235372,-0.356086,class10,cluster8
770,-0.189633,-0.20821,-0.158262,0.089072,0.316266,-0.192108,0.344125,0.247486,-1.126672,-0.316782,-1.593043,-2.722243,class0,cluster7
771,-0.113802,0.211159,-0.2477,-0.33849,0.254783,-0.026283,-0.804188,0.698329,-0.492458,-0.03261,-0.508073,-1.76319,class1,cluster8
772,-0.112993,0.218555,-0.562474,-0.123898,-0.152865,0.488438,-0.365424,0.79361,0.055853,-0.370678,-1.177657,-1.276881,class2,cluster8
773,-0.180463,-0.017594,-0.448732,0.286459,-0.090412,-0.031987,-0.45993,0.592885,0.676835,0.595953,-0.875333,-0.526645,class3,cluster8
774,-0.183796,-0.439585,0.113491,0.04314,-0.122714,0.526745,-0.255242,0.346704,-0.264101,1.243647,-0.755285,0.020812,class4,cluster8
775,-0.173742,0.016815,-0.150668,0.200428,-0.074426,0.045108,-0.819303,0.878074,0.079299,0.597521,-0.43787,-0.473152,class5,cluster8
776,-0.149262,-0.09371,-0.030669,-0.131011,0.010283,-0.01517,-1.026928,0.241469,-0.446436,0.285191,-1.120802,1.183349,class6,cluster8
777,-0.095458,0.136741,-0.260385,-0.503091,-0.328492,-0.459513,0.042132,-0.320804,-0.679494,0.110589,-0.61499,1.899124,class7,cluster6
778,-0.135989,0.212197,-0.363286,-0.159586,0.125243,-0.231281,-0.171686,-0.015191,-0.933731,0.230366,-0.231458,1.584862,class8,cluster6
779,-0.212674,0.046801,-0.079054,0.324943,-0.093091,-0.147697,0.04697,-0.27167,-2.068308,-0.191352,0.613309,-0.879089,class9,cluster3
780,-0.156697,-0.140357,-0.302696,-0.005504,-0.093729,0.665633,-0.511441,0.464767,-0.73905,0.038098,-0.278554,-0.36332,class10,cluster8
781,-0.187349,-0.199356,-0.044567,0.048156,0.438982,-0.196862,0.090621,0.361149,-1.152412,-0.233331,-1.769789,-2.675623,class0,cluster7
782,-0.116252,0.213859,-0.233636,-0.323545,0.230799,0.057825,-0.799152,0.607002,-0.574887,-0.04351,-0.484679,-1.812593,class1,cluster8
783,-0.105694,0.211103,-0.590745,-0.207506,-0.086603,0.482469,-0.37861,0.784786,0.08009,-0.278901,-0.999631,-1.340417,class2,cluster8
784,-0.182976,0.000248,-0.441653,0.319964,-0.068665,-0.001655,-0.490961,0.666901,0.683971,0.615205,-0.875982,-0.585041,class3,cluster8
785,-0.180247,-0.382988,0.159682,0.027216,-0.136507,0.44225,-0.405175,0.365835,-0.194317,1.278061,-0.756593,0.075651,class4,cluster8
786,-0.171851,0.115765,-0.27431,0.24481,-0.027278,0.030001,-0.773421,0.976022,-0.001594,0.373365,-0.339294,-0.496968,class5,cluster8
787,-0.129904,-0.031659,-0.150027,-0.239382,-0.067535,-0.036234,-1.053486,0.229478,-0.324819,0.031939,-1.133056,1.123062,class6,cluster8
788,-0.091034,0.163962,-0.247687,-0.562227,-0.204031,-0.491428,-0.333798,-0.27077,-0.49733,0.305292,-0.387998,1.876627,class7,cluster6
789,-0.153498,0.118253,-0.273266,-0.106108,0.25346,-0.257283,-0.229493,-0.102533,-1.195217,0.206968,-0.255029,1.165607,class8,cluster6
790,-0.201134,0.055027,-0.077927,0.241291,-0.163589,-0.183594,0.247811,-0.260453,-2.07551,-0.174819,0.621911,-0.83328,class9,cluster3
791,-0.133734,-0.199554,-0.406907,-0.261389,0.037138,0.669601,-0.251909,0.250908,-0.66619,0.114036,-0.378527,-0.651072,class10,cluster8
792,0.125514,-0.003145,0.351218,0.197214,0.06175,-0.366187,-0.056,-0.087464,-0.182644,0.03378,1.594231,-3.186186,class0,cluster1
793,0.177417,0.068583,0.041227,-0.019808,-0.377707,0.322216,0.072756,-0.171669,0.30175,-0.149807,1.384135,-1.631391,class1,cluster1
794,0.199686,-0.087797,0.208875,-0.276273,-0.105589,0.220305,0.007254,0.137242,0.998551,0.692632,0.560799,-0.717307,class2,cluster9
795,0.138385,0.047263,0.194043,0.366949,-0.125328,-0.001405,-0.125756,0.176846,1.435875,0.563907,-0.535966,-0.147978,class3,cluster0
796,0.124158,0.267583,0.088798,0.582404,-0.395617,-0.333549,0.013955,-0.575398,1.053866,-0.346937,-1.312663,0.85514,class4,cluster6
797,0.131891,-0.032919,0.132415,0.453163,-0.255162,-0.090945,0.267493,0.310384,0.931815,-0.013695,-0.648059,0.40589,class5,cluster0
798,0.121065,0.178014,0.01231,0.615275,-0.016077,-0.446483,0.725318,0.173907,0.704031,-0.171259,-1.314751,1.562452,class6,cluster0
799,0.132402,0.241556,0.545534,0.386441,0.488805,-0.62568,-0.03915,0.667369,-0.440373,-0.342931,-1.370251,1.476657,class7,cluster0
800,0.116937,0.010419,0.195382,0.438218,0.279135,0.167397,-0.11385,-0.26336,-0.472133,-0.348096,-0.531084,2.15008,class8,cluster6
801,0.14649,-0.363286,0.226452,0.155587,0.165406,0.640702,0.45928,0.708086,-0.781271,-0.242789,0.27207,1.467183,class9,cluster4
802,0.164592,-0.034817,0.314284,0.032459,-0.204444,0.148156,0.312019,-0.279265,0.247523,0.068769,-0.27516,-0.083047,class10,cluster9
803,0.114388,-0.038636,0.678747,0.334498,-0.397619,-0.569098,-0.229838,0.155808,-0.404354,-0.20682,1.539708,-2.766002,class0,cluster1
804,0.201459,0.136401,0.015284,-0.241704,-0.189299,0.32051,0.065225,-0.24798,0.26552,-0.180961,1.18134,-1.959716,class1,cluster1
805,0.206435,0.006916,0.110354,-0.309999,-0.043934,0.323255,0.046954,-0.003397,1.084478,0.728636,0.611281,-1.039219,class2,cluster9
806,0.109869,0.114381,0.223497,0.662496,-0.172693,-0.003782,-0.089305,0.325867,1.383189,0.553137,-0.517303,-0.220296,class3,cluster0
807,0.110923,0.204971,0.050699,0.710875,-0.262844,-0.247936,0.032174,-0.208119,1.118773,-0.237679,-1.333984,1.070212,class4,cluster0
808,0.138162,0.066748,0.185251,0.417056,-0.097094,0.057052,0.082901,0.401836,0.797824,-0.020137,-0.783859,0.187328,class5,cluster0
809,0.098308,0.208734,0.126518,0.834519,-0.205902,-0.55989,0.691692,0.224979,0.574097,-0.27338,-1.202189,1.460286,class6,cluster0
810,0.13038,0.23293,0.522513,0.390272,0.477022,-0.732641,-0.020763,0.58125,-0.256284,-0.206494,-1.320798,1.51076,class7,cluster0
811,0.197578,0.192893,0.227365,-0.193903,0.276658,0.176566,-0.289331,-0.037665,-0.088272,0.042083,-0.041027,1.752973,class8,cluster6
812,0.124882,-0.380995,0.375661,0.334023,0.142347,0.486903,0.489885,0.941298,-0.792512,-0.073913,0.249455,1.388173,class9,cluster4
813,0.159698,0.050368,0.238572,0.127861,-0.296725,0.311525,0.151621,-0.439046,0.250573,-0.072405,-0.16898,0.095453,class10,cluster9
814,0.112129,-0.038881,0.648921,0.343728,-0.312981,-0.589374,-0.234936,0.16299,-0.420456,-0.221828,1.510267,-2.801852,class0,cluster1
815,0.228005,0.15393,0.098698,-0.457801,-0.256994,0.225027,0.141461,-0.147759,0.308431,-0.147464,1.075673,-2.019685,class1,cluster1
816,0.177064,0.042714,0.199212,-0.075016,-0.074108,0.317992,0.011522,-0.15832,0.883795,0.764711,0.671042,-1.048589,class2,cluster9
817,0.123302,0.257464,0.101195,0.631575,0.02602,0.251924,-0.114936,0.573697,1.365468,0.539498,-0.51485,-0.219861,class3,cluster0
818,0.121572,0.227252,0.003098,0.597552,-0.292315,-0.194617,0.018551,-0.596675,1.064436,-0.321981,-1.368703,1.181952,class4,cluster6
819,0.141302,0.09223,0.100606,0.353364,0.166557,0.144976,-0.037686,0.288136,0.759492,0.045383,-0.774241,0.161834,class5,cluster0
820,0.088716,0.119227,0.090303,0.868859,-0.115787,-0.60545,0.69764,0.259906,0.47321,-0.359154,-1.125121,1.332822,class6,cluster0
821,0.129189,0.095902,0.364371,0.355364,0.467835,-0.621183,-0.055015,0.360355,-0.090964,-0.276001,-1.240824,1.568536,class7,cluster0
822,0.236438,0.285771,0.290668,-0.502453,0.247603,-0.0614,-0.459078,0.193688,0.227302,0.242263,0.246529,1.33814,class8,cluster6
823,0.119339,-0.362864,0.493034,0.364631,0.257816,0.521711,0.420144,1.138682,-0.801564,0.228925,0.335477,1.203423,class9,cluster4
824,0.158187,-0.043844,0.19562,0.11213,-0.230288,0.370978,0.086075,-0.365201,0.239834,-0.102714,-0.119247,0.244321,class10,cluster9
825,0.097579,-0.104428,0.60653,0.413781,-0.100035,-0.455503,-0.31733,0.118112,-0.387008,-0.120316,1.382694,-3.062264,class0,cluster1
826,0.229132,0.118658,0.229066,-0.459221,-0.429427,0.192701,0.159199,-0.078621,0.387799,-0.070058,0.942192,-1.963605,class1,cluster1
827,0.141877,-0.028721,0.238282,0.137452,-0.045128,0.116091,-0.080906,-0.457207,0.810614,0.826449,0.77764,-0.994182,class2,cluster9
828,0.140089,0.185594,0.225481,0.481005,-0.238798,0.278417,-0.201485,0.50381,1.408401,0.502418,-0.548382,-0.05802,class3,cluster0
829,0.127284,0.38508,-0.125139,0.552497,-0.352087,-0.414341,0.266198,-1.185627,1.03418,-0.402271,-1.224631,1.109606,class4,cluster6
830,0.13819,0.190917,0.089951,0.358343,0.304308,0.129786,0.055377,0.10126,0.663191,0.323512,-0.494443,0.19445,class5,cluster0
831,0.140893,0.270429,-0.16084,0.446398,0.06405,-0.474426,0.557566,-0.124615,0.576808,-0.567537,-1.164093,1.33303,class6,cluster0
832,0.138228,-0.013385,0.202404,0.233829,0.691551,-0.384693,0.15111,0.380496,-0.045474,-0.101057,-1.156635,1.596007,class7,cluster0
833,0.216497,0.308031,0.436341,-0.361869,0.350608,-0.293665,-0.552221,0.306466,0.120755,0.354022,0.141382,1.382237,class8,cluster6
834,0.15204,-0.342183,0.512398,0.099074,0.254609,0.722798,0.375884,1.19218,-0.785585,0.308898,0.392853,1.171539,class9,cluster4
835,0.163088,-0.116543,0.250365,0.028984,-0.118523,0.293524,0.111726,-0.174858,0.178326,-0.02082,-0.133937,0.249333,class10,cluster9
836,0.096108,-0.134604,0.632248,0.385633,-0.055734,-0.600403,-0.381376,-0.122573,-0.07034,-0.139744,0.67943,-3.501371,class0,cluster1
837,0.205687,0.033437,0.137934,-0.328267,-0.251636,0.258926,0.060665,-0.205733,0.410611,0.208998,1.342404,-1.567037,class1,cluster1
838,0.150915,0.086273,0.078941,0.084804,0.176788,0.053695,-0.120275,-0.466774,0.835137,0.775179,0.860017,-0.919311,class2,cluster1
839,0.15529,0.175585,0.323509,0.328829,-0.435656,0.426088,-0.33129,0.163694,1.338377,0.488062,-0.539463,0.049238,class3,cluster9
840,0.14157,0.484637,-0.174875,0.456175,-0.41953,-0.541861,0.477853,-1.378527,1.061846,-0.379581,-1.132609,1.173682,class4,cluster6
841,0.149979,0.277263,0.086756,0.26131,0.123671,-0.045022,0.069058,-0.245672,0.705962,0.313264,-0.226396,0.205662,class5,cluster0
842,0.174593,0.454264,-0.183679,0.188423,0.008591,-0.474461,0.243312,-0.526861,0.650556,-0.712644,-1.186642,1.277037,class6,cluster6
843,0.148336,0.067091,0.145252,0.194527,0.74752,-0.24243,0.155241,0.435728,-0.055726,-0.10453,-1.166649,1.730892,class7,cluster0
844,0.140175,-0.000551,0.441468,0.158028,0.599403,0.02884,-0.099801,0.169597,-0.812031,-0.15182,-0.590694,1.414862,class8,cluster0
845,0.15771,-0.405656,0.387516,0.046041,0.218084,0.700799,0.620964,1.053828,-0.891075,0.067009,0.303578,1.515891,class9,cluster4
846,0.164193,-0.044907,0.222096,0.049792,-0.024427,0.368869,0.282539,-0.080527,0.121929,0.137213,-0.061597,0.386367,class10,cluster9
847,0.115369,-0.200795,0.564327,0.195419,-0.041666,-0.419728,-0.300988,-0.305639,0.193864,-0.001166,0.465139,-3.680529,class0,cluster1
848,0.194277,0.143545,0.082783,-0.178489,-0.373819,0.349426,0.008139,-0.455084,0.514134,0.384636,1.616113,-0.913202,class1,cluster1
849,0.181009,0.174511,-0.062085,-0.119636,0.220613,0.127384,-0.202657,-0.443714,0.886757,0.514192,0.853986,-1.102289,class2,cluster1
850,0.174396,0.294817,0.21743,0.219453,-0.520617,0.438346,-0.135437,0.012686,1.374874,0.417286,-0.389356,-0.117433,class3,cluster1
851,0.133485,0.405802,-0.102954,0.48707,-0.36261,-0.582767,0.528335,-1.218954,0.966392,-0.300838,-1.123387,1.11063,class4,cluster6
852,0.169574,0.280138,-0.042883,0.071906,0.12286,-0.100408,-0.130347,-0.512153,0.837115,0.199256,0.009336,0.283106,class5,cluster6
853,0.182065,0.449967,-0.137554,0.136552,-0.13201,-0.319166,0.003552,-0.647272,0.709907,-0.799421,-1.266187,1.309318,class6,cluster6
854,0.164573,0.322052,-0.094642,0.165895,0.684321,-0.233393,-0.065792,0.017035,0.066117,-0.533704,-1.233414,1.97531,class7,cluster0
855,0.156197,0.079043,0.282212,0.065056,0.502669,0.213588,-0.161534,-0.177839,-0.858375,-0.614693,-0.731519,1.090178,class8,cluster6
856,0.146976,-0.374965,0.355803,0.145288,0.20716,0.541664,0.604052,0.941081,-0.896731,-0.052085,0.204822,1.782175,class9,cluster4
857,0.178279,0.017014,0.279446,-0.03634,-0.033723,0.458196,0.187265,0.05922,0.117707,0.243041,0.022413,0.554834,class10,cluster9
858,0.084661,-0.023646,-0.034362,-0.264076,0.075808,0.034652,0.196759,0.425454,-0.015433,0.441662,2.93982,-1.001557,class0,cluster1
859,0.04521,0.083069,-0.20442,0.139093,0.103611,0.091827,-0.228108,-0.076146,0.367092,0.067178,1.920606,-0.472468,class1,cluster1
860,0.055233,-0.002466,-0.004883,-0.1917,0.633351,-0.276013,-0.198905,-0.680467,0.795588,0.949225,1.02825,-0.997945,class2,cluster0
861,0.024289,-0.21073,0.218887,-0.019926,0.698432,-0.467088,-0.018958,-0.739821,0.454664,0.69865,-0.197939,-0.373198,class3,cluster0
862,-0.027919,0.023633,0.339907,0.527464,0.294892,-0.888416,0.189315,-1.212741,0.14062,0.229393,-0.68898,0.188594,class4,cluster6
863,0.070507,0.076908,0.02061,-0.126068,-0.1043,-0.316661,0.132951,-0.757309,0.54716,-0.233739,0.102498,-0.792112,class5,cluster1
864,-0.007934,0.162319,-0.017355,0.56947,-0.004443,0.152523,0.344938,-1.443153,-0.412611,-0.772083,-0.791436,0.612733,class6,cluster6
865,0.056233,0.057576,0.194164,0.128746,-0.634969,0.194715,-0.346108,-1.009279,-0.085064,-1.124415,-0.808333,1.782278,class7,cluster6
866,0.069142,-0.235457,0.145625,-0.214258,-0.140351,0.109476,-0.059644,-0.449363,-0.13547,-0.380996,0.751142,-0.277836,class8,cluster9
867,0.068707,0.10367,-0.196124,-0.041543,-0.038818,0.97077,-0.486443,-0.58365,-0.06094,-0.307306,1.644321,-0.462202,class9,cluster1
868,0.06843,0.22959,-0.26687,0.019142,-0.159238,-0.030402,-0.004456,-0.73991,0.71465,-0.180923,0.864025,0.047638,class10,cluster1
869,0.095297,-0.043133,-0.037862,-0.346985,0.181907,0.23429,0.296065,0.638784,-0.097474,0.506922,2.901981,-1.099641,class0,cluster1
870,0.053776,0.135919,0.008917,0.098068,-0.201105,0.169105,-0.306622,-0.201684,0.2659,0.034228,1.769327,-0.388004,class1,cluster1
871,0.021385,-0.034868,0.120259,0.014995,0.710286,-0.382908,-0.342263,-0.894303,0.655443,1.027803,0.95342,-1.335837,class2,cluster0
872,0.030656,-0.267651,0.237564,-0.105544,0.709331,-0.533193,0.118814,-0.712214,0.37253,0.701281,-0.172095,-0.419656,class3,cluster0
873,-0.04454,-0.001096,0.440467,0.640631,0.253519,-0.934085,0.04984,-1.275884,0.101851,0.281527,-0.695142,0.194398,class4,cluster6
874,0.066894,0.067676,0.020922,-0.100496,-0.055826,-0.243763,0.064623,-0.733458,0.522962,-0.208519,0.107865,-0.740776,class5,cluster1
875,-0.028134,0.076276,0.049099,0.686986,-0.062607,0.142809,0.045142,-1.588861,-0.456804,-0.835531,-0.706554,0.614746,class6,cluster6
876,0.040343,-0.003116,0.241796,0.226324,-0.379566,0.040462,-0.300569,-0.675653,-0.132077,-0.914194,-0.895627,2.048275,class7,cluster6
877,0.057135,-0.279067,0.243585,-0.091305,-0.294259,0.071354,0.007821,-0.244478,-0.104983,-0.26843,0.834606,-0.077546,class8,cluster9
878,0.060712,0.154958,-0.153831,0.081101,-0.232029,1.190927,-0.338007,-0.65032,-0.196149,-0.352963,1.631935,-0.456658,class9,cluster1
879,0.078559,0.240296,-0.249874,-0.046174,-0.202199,0.073666,-0.041709,-0.67591,0.706775,-0.231326,0.830723,-0.033737,class10,cluster1
880,0.08245,-0.065791,0.045518,-0.225537,0.036399,0.039764,0.325791,0.733397,-0.070207,0.507626,2.898753,-0.854758,class0,cluster1
881,0.084712,0.157764,-0.053178,-0.081438,-0.453157,0.224849,-0.122344,-0.086412,0.434868,-0.128944,1.753013,-0.347687,class1,cluster1
882,0.025822,-0.011261,0.044344,0.001082,0.652985,-0.483155,-0.40511,-0.948702,0.75735,0.824691,0.911914,-1.362424,class2,cluster0
883,0.030768,-0.262508,0.150599,-0.141318,0.942792,-0.614448,0.216546,-0.669741,0.381695,0.845644,-0.010483,-0.599764,class3,cluster0
884,-0.027523,0.010048,0.338594,0.543708,0.122784,-0.849967,0.29316,-1.308968,0.143919,0.157355,-0.684477,0.278419,class4,cluster6
885,0.069748,0.006921,0.09747,-0.13065,-0.188748,-0.122364,0.002467,-0.70486,0.42515,-0.24908,0.188911,-0.658638,class5,cluster1
886,-0.030945,0.041293,-0.034442,0.680384,0.108813,-0.013024,-0.134266,-1.519473,-0.359465,-0.869628,-0.640994,0.72014,class6,cluster6
887,0.012441,-0.145212,0.396809,0.383689,-0.315793,0.038005,-0.168456,-0.587329,-0.361843,-0.711712,-0.943637,2.079219,class7,cluster6
888,0.046015,-0.196087,0.148489,0.04376,-0.235339,0.092788,-0.0078,-0.2715,-0.07237,-0.309536,0.854488,0.016826,class8,cluster9
889,0.059582,0.220938,-0.141649,0.13043,-0.319287,1.269334,-0.297736,-0.681043,-0.306246,-0.504246,1.577763,-0.654312,class9,cluster1
890,0.064635,0.226392,-0.321551,0.040094,-0.048945,-0.02909,0.039195,-0.719036,0.681692,-0.215965,0.85,-0.153485,class10,cluster1
891,0.073718,-0.062747,0.155703,-0.17883,-0.062245,-0.041357,0.107258,0.522473,-0.121642,0.453458,2.831077,-0.810646,class0,cluster1
892,0.086447,0.113536,-0.141251,-0.049368,-0.519554,0.157752,0.112027,0.206566,0.546437,-0.25126,1.747035,-0.403438,class1,cluster1
893,0.020611,-0.051006,0.007204,0.027446,0.727121,-0.408584,-0.319528,-0.942566,0.717491,0.868366,0.922472,-1.385134,class2,cluster0
894,0.012837,-0.279029,0.179687,-0.033415,1.059527,-0.662388,0.082415,-0.711069,0.320681,0.916988,0.063512,-0.733482,class3,cluster0
895,-0.016533,0.030047,0.237,0.49508,0.20076,-0.637077,0.220528,-1.160477,0.135786,-0.014146,-0.783185,0.321757,class4,cluster6
