@relation waveform-5000_insig_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric
@attribute attr_16 numeric
@attribute attr_17 numeric
@attribute attr_18 numeric
@attribute attr_19 numeric
@attribute attr_20 numeric
@attribute attr_21 numeric
@attribute attr_22 numeric
@attribute attr_23 numeric
@attribute attr_24 numeric
@attribute attr_25 numeric
@attribute attr_26 numeric
@attribute attr_27 numeric
@attribute attr_28 numeric
@attribute attr_29 numeric
@attribute attr_30 numeric
@attribute attr_31 numeric
@attribute attr_32 numeric
@attribute attr_33 numeric
@attribute attr_34 numeric
@attribute attr_35 numeric
@attribute attr_36 numeric
@attribute attr_37 numeric
@attribute attr_38 numeric
@attribute attr_39 numeric
@attribute Classes {class0,class1,class2}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
56,-0.128149,-1.019097,1.592483,-1.180038,1.133556,1.377713,0.09958,-1.194809,0.490625,-0.464877,-0.832939,0.939699,-1.849449,0.628096,-0.556812,0.950251,0.749347,-1.220738,-1.628119,2.407571,-1.792036,-1.341306,0.262815,-0.38253,-1.236738,-1.748391,-0.785239,1.288379,0.810843,-0.948352,-1.304002,-0.359814,0.170844,2.018795,-0.239586,0.592291,-0.829709,-2.684521,-5.074063,class1,cluster0
57,-0.359583,0.914486,-1.470611,-1.242738,0.7418,0.211999,0.103463,-1.370575,0.044281,-0.055024,1.546836,-0.994229,0.583163,-0.020542,1.222147,-0.480521,-0.10126,0.014359,-0.27077,-1.820175,0.557234,0.158911,-0.723922,0.234871,-0.341854,0.063041,-0.689318,-0.701262,0.277898,-1.985853,0.289748,-0.281609,-0.84418,0.847619,0.16416,0.056134,0.24931,0.395343,-5.465693,class1,cluster0
58,0.034598,0.497532,-1.34449,-2.337125,-1.006478,-0.364111,0.834439,-0.346836,0.926574,1.073362,-0.560979,1.991163,-0.13992,-0.324517,1.877312,0.202792,2.229941,0.454979,-0.154838,0.472135,0.555842,-0.869167,-0.298015,-0.157656,0.464382,0.843693,0.285608,-1.742894,-0.444586,1.749031,-1.658641,-0.077413,0.953916,0.886457,1.065973,-1.112995,-0.823618,-0.697047,-4.199348,class1,cluster0
59,0.312267,0.347874,0.044355,0.31792,-1.813815,-0.05727,-0.004586,-2.907177,2.223495,1.004729,-0.592191,0.123836,0.515107,-0.161246,0.592513,0.301756,-1.27697,-0.190349,0.443172,-0.311175,0.200659,-0.556988,-0.129013,-0.04466,-0.353081,0.170372,-1.018399,0.993178,-0.505287,0.336847,0.756671,1.886658,-0.505973,0.395716,-0.503719,-1.603015,-0.066561,-0.648329,-3.511365,class1,cluster0
60,1.838427,1.230824,-0.08254,-0.458229,-1.041568,-0.86145,-0.256036,-0.892798,-0.480448,-0.424973,1.497519,-1.178735,0.066582,-1.581985,-1.678758,1.572556,1.554202,1.584571,-2.807554,0.120879,-0.660002,-0.135686,0.42986,1.373782,-1.039259,-0.144848,2.361969,0.781045,1.406024,-0.734242,-1.261795,-0.948098,1.780203,0.729626,0.017985,-0.203604,0.776607,0.172263,-3.905752,class1,cluster0
61,1.166944,1.165097,0.51902,0.695781,-0.025616,0.289847,0.799392,-1.95925,1.069742,1.42174,-1.462341,0.285033,0.257635,0.67435,-0.783458,0.756204,-0.846401,0.840374,0.259301,-0.578415,-1.240987,2.639124,-0.780568,-0.066171,0.017335,-1.242195,-0.480873,-0.197205,-0.255049,0.745248,0.209019,-1.147198,1.439204,-0.401485,-0.796264,-0.762667,0.062952,0.081628,-2.332135,class2,cluster0
62,0.902907,0.692421,-0.132024,-0.019554,-0.762655,-0.146657,0.572289,-0.336967,-0.265308,-0.368542,0.283926,0.028726,0.988378,-1.413608,-2.143326,1.910327,0.097711,0.330514,-0.153461,-1.532717,-0.336923,0.84952,0.329883,-1.044084,-0.139671,-0.875123,0.205508,0.745715,0.697967,-1.089911,-0.486056,1.255974,0.51339,0.104461,-0.285165,-1.356463,-0.181846,1.041626,-3.614285,class1,cluster0
63,0.721536,-0.041161,-0.376377,-0.333438,-0.643631,0.990575,-1.231151,1.78652,-0.315268,2.158521,-0.445607,-0.862983,-0.640816,-1.176555,0.183924,-0.266805,-0.84586,0.511819,0.738881,-0.141158,-0.856982,-0.632369,-0.024066,-0.377609,0.025403,0.104046,0.583803,-1.392371,0.452856,0.029459,0.0476,0.081177,-0.484499,1.192313,-1.319305,0.069814,0.811726,2.616106,2.55654,class0,cluster2
64,1.621441,-0.435795,-1.193431,-0.634999,0.147032,-1.213603,-1.415319,1.121985,-0.579355,1.811743,-0.160598,-0.658713,-0.646398,1.413454,-2.489818,1.367986,0.28021,0.232522,-1.194243,-0.753566,-1.638384,0.375908,-0.251832,-1.211485,-1.041664,-0.170559,1.761131,-2.059228,0.413465,-0.090353,-1.321497,-1.166002,0.150041,0.7354,-0.059293,2.411521,0.486648,0.166607,-5.36601,class2,cluster0
65,-1.280909,0.219297,-0.093143,-1.087771,0.013996,1.082692,1.202005,-0.742931,-0.26387,-0.147876,-1.919552,0.715903,-0.199879,1.302392,-0.448748,-0.007781,-0.460308,0.832497,2.386011,-1.201107,0.388383,1.130796,0.12826,-0.155849,-0.420778,1.262673,0.912986,-0.62114,-1.286313,-1.303513,-0.512914,-1.40613,-0.865446,-2.230384,-0.706265,-0.526447,-1.096191,-0.205657,3.250049,class0,cluster1
66,-0.938735,0.23131,-1.138371,0.022577,-0.785155,-0.249605,-0.728354,-1.360022,0.871663,1.654757,0.595923,-1.015116,-0.09065,-0.888571,-2.523593,0.975886,1.215619,-1.153709,0.819117,0.064428,-1.001393,-0.499937,-1.023484,0.479295,-0.997432,1.882668,1.012072,-0.047812,-0.965167,-0.669818,-1.616487,-1.074227,0.810456,-2.167686,-1.234572,0.132525,-1.861557,1.396898,0.022363,class1,cluster1
67,-1.562985,-1.813985,0.686318,-0.634335,0.202536,-0.507573,-1.678204,1.440426,-0.091673,-0.47526,-0.162755,-0.610319,-1.005673,0.090239,0.719101,0.607166,1.426048,1.301198,0.983629,0.683156,-1.3709,0.691013,1.265612,-0.561144,-0.740544,-0.271729,1.76457,0.12448,-0.808498,0.011079,0.48501,-1.46606,1.523984,-0.605135,0.551534,1.533267,0.405984,0.209867,2.701531,class0,cluster1
68,-0.178057,2.834947,0.318043,1.576549,0.934809,-1.52684,1.177737,0.606831,-1.470758,1.2553,-1.022379,0.731315,-0.837461,-0.961686,-0.028729,-0.652795,0.748107,0.9664,0.87277,0.90071,-0.729613,-0.785492,1.551642,2.174393,0.111194,-0.319789,1.384955,3.402272,0.611845,0.611033,1.616952,0.64078,1.260723,-1.056219,-0.177048,-2.312398,1.571307,-1.603432,3.827928,class0,cluster1
69,-0.065402,-0.240423,0.809558,-0.348077,-0.593381,0.295892,-0.835132,0.798338,0.124535,0.305176,-0.224122,-1.22543,-0.563398,0.157331,0.745755,1.184089,1.683552,-1.139315,-0.919651,1.453106,1.390056,1.128131,1.283301,1.547154,-1.018156,-0.396438,0.607678,-1.037189,-1.165015,-0.165115,0.788807,-0.597801,-0.918798,-0.933944,0.26239,-0.967139,-1.397614,-0.158732,-1.006745,class1,cluster2
70,1.226098,-0.7893,0.724255,-0.603949,-0.072601,1.430296,0.46141,-2.104612,0.484831,0.563583,0.045693,-0.049715,1.147014,-0.103405,0.603014,-0.363603,-0.130812,1.532222,-0.230526,-1.062254,-0.328542,0.832388,-0.793703,-0.109061,-0.108536,-0.93649,0.698471,-1.023241,-0.141967,0.894722,1.751528,-0.903883,-1.290381,0.181196,1.206995,0.488357,-0.008643,1.79488,-1.472379,class1,cluster0
71,-1.04551,-0.97802,0.163867,1.426974,0.429665,-1.371689,1.740295,0.141027,0.993523,-0.485717,-0.818742,-0.894614,-2.171056,-1.465685,-0.630616,1.154877,0.949371,0.826411,-0.010849,0.136722,0.891953,-0.712455,0.577763,0.958388,-0.26409,-1.3781,0.09057,-0.290637,2.582323,-1.474809,-0.380302,-0.783858,-1.585535,-0.522408,0.753464,-2.021179,1.9689,-0.241641,-3.911086,class1,cluster0
72,0.35705,-0.456635,0.092579,-0.919201,2.516685,-0.740064,0.324306,-0.165285,-0.415272,0.16137,-0.606932,1.335622,1.089052,-0.281723,0.327714,0.53104,-2.362704,0.785249,1.21419,0.643125,0.191335,-1.05749,-1.381169,-0.452069,-1.634048,-2.125385,0.041741,0.414222,-0.882485,0.239735,1.896243,-1.672327,0.991755,-0.936457,0.997103,0.016988,0.132963,-0.591699,-1.128712,class2,cluster0
73,0.391212,0.907915,0.463418,-1.282716,-0.795471,-1.016938,1.04554,-2.078977,0.052897,-0.76576,-3.619686,0.355764,-1.181478,-0.347733,-0.552917,1.149967,-2.009423,-1.453706,-0.905419,0.6924,0.222692,0.707395,-1.289244,0.314047,1.922576,0.356765,1.314201,-0.616426,0.46637,-1.348554,-0.999389,0.156421,0.816491,1.705915,0.797079,0.097741,1.455738,-0.22936,1.371905,class0,cluster1
74,0.289525,-1.249429,0.550091,1.994086,0.055387,-0.009938,1.450681,-2.100427,1.353645,-0.539161,-0.683713,0.588734,-0.398396,1.347412,0.995039,-0.210485,-1.060079,1.28485,-0.629654,0.265388,-0.510234,-1.631435,1.116406,-1.026823,0.314262,-0.298784,-0.887635,-0.993948,0.486128,0.281146,0.661917,1.30132,-0.648287,-0.483528,-0.43898,1.171512,-0.466832,-0.122824,1.603023,class1,cluster1
75,-0.005265,0.099654,0.718385,-1.056812,-0.424686,0.734396,-0.263253,0.981433,1.411939,1.319437,0.86545,0.955505,-1.438245,-0.757843,-1.00181,-0.15438,-0.923679,-2.11792,-0.407655,-0.910118,-0.107042,-0.354631,0.802828,-0.237299,-0.397557,-1.093555,1.105523,0.587319,-1.85588,-0.675866,-1.040438,-0.954079,-0.137526,-0.025863,1.113613,0.254915,0.590957,0.218419,3.697879,class2,cluster2
76,0.822567,-1.010937,0.988656,-1.591511,1.071974,0.848624,-1.180645,0.407145,-2.490534,0.480418,1.510954,0.049013,1.981904,0.548762,0.966086,0.313184,-0.043404,2.491635,-0.507622,0.985888,0.751656,0.569916,-0.429956,-0.68091,0.322748,-1.531155,0.866642,0.319018,0.069086,-0.623051,-1.802372,2.035149,-0.583724,-0.312956,-1.562905,0.489259,0.587192,0.538447,1.891894,class0,cluster1
77,1.161661,0.033763,0.856933,-0.597609,-0.365441,0.113585,-0.248442,-0.93863,0.265767,-0.505646,-1.03976,-1.184814,0.623452,1.643949,-0.525388,-0.691948,-0.117225,-0.209511,-0.701974,1.694751,-1.327788,0.180732,0.434944,0.373159,-0.064774,0.075346,0.279427,0.576265,0.452801,-0.035628,1.044093,0.119285,-0.417196,-0.57247,0.803431,-1.230838,1.244621,-1.161176,-5.19902,class1,cluster0
78,1.00009,0.108407,-0.562593,0.556669,-1.493214,-0.219886,0.008711,0.797504,-0.776748,-0.270874,1.369418,-0.781014,-0.13116,0.30141,-0.001431,-0.353739,1.018142,-1.162327,0.560886,-0.850792,0.891071,-1.084521,-0.123875,-1.796408,-0.307126,1.370162,0.089838,-0.439763,1.02507,-0.384946,-1.224433,-0.046538,0.916303,-0.37755,0.57367,0.093922,-0.651589,0.830247,4.19619,class0,cluster1
79,0.398211,0.767357,-0.374399,-1.474688,0.75253,-0.864596,-0.453154,0.772595,-0.763832,-0.039266,0.929495,-1.419287,-0.6125,-0.961832,-1.974632,0.17901,-0.401886,0.354388,-1.224855,0.191711,-0.515808,-1.555104,0.931697,-1.242932,0.117357,-0.373816,-0.256461,0.151472,2.316853,-0.125179,0.534053,1.173746,1.406528,0.731759,0.289017,-2.358802,0.777372,0.343361,-2.409996,class1,cluster0
80,0.05483,-1.022676,0.074294,-0.72904,-1.044215,-0.423604,0.029941,0.603648,0.960549,-0.284774,-0.030419,-0.290568,-0.008164,1.252046,0.053758,0.274276,-0.090399,-0.038689,0.339882,-0.546374,-2.881832,-0.572712,0.545651,-1.622626,-0.215921,1.044148,0.680983,0.661901,1.831658,-0.809712,-0.5043,-1.943855,-1.272032,-0.991648,1.687949,-0.758467,-0.274802,-1.78564,0.896947,class2,cluster1
81,0.122257,0.159995,-0.2357,-1.268625,1.00847,0.902227,1.682235,-0.398418,0.476436,1.040219,2.350385,-0.227711,0.3271,-0.259376,0.721882,2.971685,-0.362229,-1.988532,0.990457,1.798247,-0.811762,0.651774,0.813731,0.129906,-0.830156,-0.044556,-0.080699,-0.457408,-0.10887,0.465458,0.929489,1.024781,-1.505643,-0.36604,-0.047567,-0.754175,2.064893,0.462384,-3.490168,class1,cluster0
82,0.905643,-1.725773,-1.461706,-0.612448,0.764338,1.130601,0.07587,-0.6836,-0.883647,-1.164894,-0.328691,0.905284,0.428401,-0.852298,-0.133087,1.071138,-0.275816,0.189619,0.64785,0.89706,-0.185434,-1.227887,-0.315489,-1.140662,1.982477,0.330561,-1.938843,-0.119207,0.202987,0.405457,-0.683762,-0.064209,-0.053649,2.185587,0.035935,-0.220208,-1.282967,0.378469,-3.536524,class1,cluster0
83,-0.53862,0.230014,-1.463838,0.401006,1.529552,-0.909094,-0.237842,-0.75223,1.122883,0.453094,2.02895,-2.122829,-0.086005,-0.773835,-2.489907,-0.741144,-0.591746,0.480108,-0.576021,1.546368,-1.393009,0.293783,0.743129,1.463495,0.187435,-0.772311,-1.191742,1.213138,1.036659,-0.67336,-1.510291,-0.042881,0.701479,0.344367,1.150092,-0.537319,-1.444886,-0.75125,2.361771,class0,cluster2
84,-1.740259,0.275189,0.558825,-0.008145,0.841882,0.542589,-1.564675,-0.279249,-0.224618,-0.941971,-0.752619,-1.764241,-0.811389,1.676008,-0.469182,-1.822133,-0.65722,0.941351,-0.707386,-1.447753,0.532749,-0.313185,-0.905483,0.229163,-1.115493,-0.589049,-0.609236,0.74221,-1.131638,1.042713,-1.786684,0.005502,-1.250025,0.612465,-1.494146,0.323504,-0.218989,1.545843,-0.243758,class2,cluster2
85,0.435331,1.407981,-0.774636,-0.002399,-0.084853,-0.153206,0.581948,-0.352186,1.657191,-0.049067,-0.087617,-0.164947,0.349883,1.05524,2.023741,1.659332,0.685953,0.226676,0.998,0.099434,0.901748,-0.671192,-2.561399,-0.687893,0.963521,-0.291472,-0.519792,-1.074819,-0.198567,-2.048843,-0.820679,0.60188,0.664593,0.628972,-0.668168,2.673631,0.079192,0.345421,2.276745,class0,cluster1
86,0.771356,-1.317637,-0.184466,1.443316,0.9409,-1.648166,-0.447562,1.975174,0.435333,0.341746,-1.195467,-0.223522,-0.561317,0.061381,-0.081997,0.393195,-1.347619,1.733283,-0.708329,0.372149,0.686748,-0.622459,-0.614742,-0.631834,0.630585,-0.019339,1.500391,-0.65031,0.685694,1.983508,-0.981756,0.821771,0.044092,0.791026,-0.798095,-0.630651,0.421957,-1.811017,-2.489311,class1,cluster0
87,-0.252505,0.203821,0.76573,-1.164984,-0.284416,-0.750957,0.34833,-0.168188,0.597505,0.19835,-0.48205,-1.849107,1.107432,-2.004296,0.526397,1.514631,-0.01731,0.363303,0.15466,1.158465,0.141037,-0.367466,0.465767,1.24908,1.220479,-2.533507,1.101271,-2.043468,0.602099,0.446218,0.132031,0.188278,-0.830965,-0.188986,-2.122333,-0.042581,0.912598,0.635732,3.628091,class0,cluster2
88,0.748213,0.016952,0.936761,0.241015,-0.83765,-0.73317,1.303541,-0.80318,-1.084116,0.902668,0.638449,-0.140567,-0.237422,-1.326424,0.249064,-0.543788,0.470858,-1.122452,1.402035,-0.484342,0.298953,-0.168102,-0.629626,-0.000465,-1.482387,-0.78338,-1.386306,0.382749,1.370483,-0.405707,-0.845335,0.803736,0.205252,-0.429513,-1.233623,0.744744,-0.990613,0.474569,1.077352,class2,cluster2
89,-0.630799,-1.431824,-1.102085,0.225015,-0.121328,-1.535622,0.103179,-0.325957,-0.723965,-0.589899,-1.049278,-0.131178,0.425697,0.813762,1.411965,0.286751,0.634925,-0.590439,-0.290425,-0.144762,0.083562,0.686053,-0.348965,1.578932,1.896853,0.365647,-1.15623,-0.513994,-0.895723,-0.871132,0.805566,1.530069,-1.268794,-0.758568,-1.036933,-0.373478,-0.558956,1.30883,2.242788,class2,cluster1
90,0.193363,-0.579876,0.801444,0.816001,-0.6982,1.165541,-1.219887,0.164254,1.173206,0.031171,1.934382,-1.265236,-0.257135,-0.847638,-1.351464,1.771443,0.66896,-0.711174,-0.001917,-0.491431,0.209842,0.224288,-1.703076,0.872859,1.262047,0.340744,0.309552,-1.764058,-0.329506,-0.335602,1.43271,1.059447,1.003506,-0.938316,0.686931,-0.297264,0.81931,0.969389,-2.361575,class1,cluster0
91,-0.682432,-1.085578,-0.004043,0.039721,-0.007526,1.186669,-0.944982,-0.30124,-2.484856,-0.209513,-0.735048,-1.535115,-1.319343,-1.426837,-1.555145,1.2156,-0.386219,-1.11245,1.051271,-0.304097,1.031381,0.920719,1.070892,0.205961,0.79483,0.908173,-0.45816,0.917155,-0.127737,0.573107,1.318592,0.416048,-1.472727,0.156882,-0.565027,1.829967,-0.56257,1.282825,-1.609354,class1,cluster0
92,-0.054297,0.496833,-0.465137,0.047632,0.451743,-0.846759,-0.322121,1.319298,0.045406,0.529612,-1.456172,0.006375,0.255085,0.090296,0.105032,-1.43274,-0.621473,0.949606,2.391378,0.620121,-0.169332,0.2682,0.225512,0.873549,0.692744,-0.058131,-0.351509,-1.282128,1.276734,1.185959,0.231054,1.877226,0.632509,-0.529297,0.360786,0.610579,-0.823998,1.462062,-2.686429,class1,cluster0
93,-0.309215,1.309188,-1.398104,0.115542,0.383502,0.792104,-0.472445,-0.289261,1.50835,0.953128,0.991692,0.241767,-0.340613,1.133666,1.665668,0.186912,-0.0912,-0.707573,-1.012844,-0.477629,-0.97693,0.326931,0.195144,-1.366449,0.588565,-1.657902,0.928897,-0.73143,1.352854,-1.591513,-1.406183,1.402468,0.519621,-1.025643,0.291191,1.43986,0.375999,-0.655471,0.363176,class1,cluster2
94,-1.360913,1.437117,0.239272,0.714778,-0.056134,0.110013,-0.15165,0.400587,-1.404589,-0.055716,0.27622,1.493435,0.028102,1.17691,-0.874666,0.403284,0.297703,-2.044733,-0.706343,-0.461569,-0.362443,-1.076405,0.864784,-0.183943,-0.283223,0.832463,0.150185,2.474926,1.177328,-1.939943,2.514203,1.290023,1.548953,1.121877,-1.790792,0.461138,0.575137,0.933118,3.186699,class0,cluster1
95,0.383827,-0.316754,0.654108,-0.06853,0.979588,0.655526,-0.230205,1.063891,-1.064197,1.578583,-0.170525,1.560053,-0.334388,-1.341628,-1.261436,-0.478682,0.865628,0.538887,0.038128,0.10733,-0.001331,-2.07922,0.854769,-0.460477,0.048428,0.211816,1.794935,-1.197757,-0.218973,-0.889549,-0.697527,1.02039,0.835568,-0.6519,0.434594,0.202205,0.372634,-0.148798,2.294742,class1,cluster2
96,1.253566,-0.286711,-2.350829,-0.322501,-1.038842,1.717335,1.229457,0.632256,-0.443481,2.567651,-0.899579,-0.879187,0.153723,0.883784,0.732237,-0.241113,1.354349,-0.788509,-0.696724,0.333558,0.276158,-0.220165,0.387333,0.875154,-1.359005,-2.75656,-0.007039,0.308805,0.474367,-0.608264,0.54355,0.868736,-0.194475,0.653794,-1.774371,1.699339,-1.641317,0.965767,-6.282666,class2,cluster0
97,-1.255575,0.32778,0.859597,0.910618,0.797332,0.272207,0.123058,0.452929,0.578111,-0.532897,-2.134066,-0.235816,-1.192547,-0.369122,0.671739,-0.39786,1.121959,1.419423,0.117956,-1.890804,0.994492,0.262496,1.121883,-1.64544,0.419834,-0.328019,0.288567,-0.554949,-0.728167,1.4208,0.583625,-0.212894,-0.244573,0.576559,-1.25742,1.430258,-2.898403,1.973211,-3.605064,class1,cluster0
98,0.180741,-0.053368,-1.287104,0.59784,-0.211383,-0.894291,-0.030906,-0.284489,-0.510863,0.325414,-1.373942,-0.693141,0.773237,0.470502,-1.057562,-0.423012,-1.578228,0.238941,-0.17492,-0.581626,0.982037,-0.614387,-0.323801,-1.874158,-0.674232,0.058266,0.498192,1.418746,0.009355,-2.175875,-2.375346,1.997458,0.069255,-0.973868,1.431624,0.7755,-0.834665,0.060313,1.81411,class0,cluster1
99,-0.501151,0.976626,1.075341,1.312638,0.698219,0.177235,0.970655,1.473594,2.108888,-0.62305,-0.609601,1.581499,-1.405387,-1.436871,0.712476,1.015308,-0.333093,-0.028599,0.505025,-0.847041,0.667484,-0.713004,0.141505,-0.822948,-1.653426,-0.373312,0.747165,0.836215,-0.666757,0.146314,-0.917089,-1.733925,-0.419205,-0.68521,0.274244,0.607841,-1.640519,1.810053,-3.280333,class2,cluster0
100,2.012552,0.874409,-0.665534,-1.10246,0.787612,0.221284,1.780015,1.66913,-0.564833,-0.017553,-0.48452,-2.074485,1.177026,-0.077987,0.193557,0.129256,-1.623878,-0.064068,0.521405,1.237677,2.922697,-0.332729,-0.34155,0.115803,1.326413,-1.224682,0.816621,0.047743,-0.118226,0.802997,-0.153433,-0.093371,-0.689474,1.031883,-1.82862,-1.658721,1.418895,-0.965395,2.064147,class1,cluster2
101,0.916664,0.28478,0.182109,0.881373,-0.535323,0.895188,1.228299,0.170147,-0.554323,0.24644,-0.191458,1.297447,-1.347716,0.283162,0.457522,-0.201612,-1.72625,-1.052822,0.341203,0.457946,-2.526805,1.149568,-0.498327,1.878317,0.642857,-0.428619,2.513143,-0.165521,-0.000468,1.35708,0.362067,0.249977,-0.612795,0.795541,-0.269716,-0.7505,-0.82846,0.594192,1.882185,class0,cluster2
102,0.076614,-0.304164,1.24808,0.159539,-0.323698,0.320711,-0.536389,-0.274526,0.680182,-0.190491,0.135353,0.66174,1.940403,-2.238792,-0.928301,1.483419,-0.273498,0.307349,0.269079,-0.199684,-1.653759,-1.944435,0.389132,-0.705125,-1.292251,0.912735,2.497134,-1.32856,-2.014034,-0.206878,-1.548808,-0.621414,-0.385491,-1.081989,-1.904447,-0.414746,0.863074,2.475977,1.233961,class0,cluster1
103,0.760712,0.64358,0.426516,-0.459751,-0.18303,0.450811,-1.934408,-0.008986,0.945425,-1.098408,0.529947,-0.522364,-2.02494,-0.757423,0.157136,1.227591,0.506618,0.236525,0.828504,0.753767,-0.002289,1.343149,-0.61874,-1.092586,1.368992,0.381903,0.571007,-1.16046,0.657922,-0.246034,2.290216,0.149461,0.124624,-0.183524,-1.626908,-0.868672,-0.097685,0.416649,-1.761394,class1,cluster0
104,1.352013,-1.459267,0.471161,0.718956,0.969967,-0.76503,0.022663,-1.01185,-0.667594,-0.342974,-1.246246,1.032567,1.533815,0.340535,-0.842855,-1.133022,-1.113068,-0.487056,1.426957,-1.347449,1.211453,-0.402524,0.103166,-0.387781,-0.250567,0.221293,0.481789,0.672638,-1.177942,-0.408507,-0.719009,-0.690291,0.995646,0.958452,-0.074081,0.612371,-0.345732,0.388474,-4.296115,class2,cluster0
105,-0.565819,0.166058,-0.838343,-1.166318,-1.119509,0.977859,1.451149,-0.561322,0.462012,-0.716743,-0.309414,0.959048,0.383483,-0.47737,-1.662918,0.510634,0.501217,-0.00344,0.868038,-1.024004,0.347958,-0.456564,0.155109,-0.540983,-1.188385,0.91885,-0.861472,0.121263,1.925623,0.474389,-0.742433,0.663233,-1.586103,-1.181118,0.534883,0.039754,-0.607536,1.209246,2.120687,class2,cluster1
106,1.156566,-1.026562,-0.670271,-1.22645,0.200548,0.01958,0.652644,0.559878,-0.102956,0.076131,-0.215643,0.174423,0.874439,-1.21223,-1.476487,0.587559,0.301556,0.192823,-0.614574,-0.020293,-0.107719,-0.184218,-0.322772,0.626873,-0.679888,-0.682867,0.899391,1.523415,-0.146141,-0.704332,-0.931456,1.433309,-0.876903,0.435313,-0.261031,0.639797,-1.049745,0.049841,-4.918869,class2,cluster0
107,0.197923,-0.666607,0.217816,1.788131,1.131,-0.935141,0.14407,0.297207,1.124626,0.056161,0.995344,0.389454,0.956669,-0.564338,-1.22345,-1.035892,-0.592291,0.642777,0.832386,-0.290354,0.361523,0.324727,-0.112616,-0.924143,0.600464,0.709736,-0.757133,0.866857,0.234083,-0.800651,-0.354138,-0.481716,-1.817654,0.780328,1.480567,0.567901,-0.080206,-1.446391,1.481183,class2,cluster1
108,-1.714294,1.263758,0.546667,0.087127,2.484019,-0.37285,1.847679,0.446781,0.326364,2.212787,0.677317,0.072689,1.051408,-1.260747,-0.941421,-0.310486,0.184925,1.275309,-1.292259,0.349045,2.091375,0.602698,-1.201653,-0.46422,-0.69566,-0.314826,1.312143,0.36081,0.266144,-0.615993,-1.211741,-0.387992,1.197938,-0.509862,1.773901,0.478498,-1.817491,-0.81534,2.742995,class0,cluster1
109,0.061581,0.969584,0.577037,-0.675576,0.347581,-1.951098,-0.461992,-0.316436,-0.518842,0.310471,-0.940099,0.410292,1.013269,0.221014,0.517372,0.830454,-1.149215,-1.117681,0.037777,-1.788249,-1.781124,0.590371,0.541401,0.099554,-0.252902,1.557243,-0.885977,-2.340516,1.131726,1.082926,-0.282349,0.145026,-1.981546,-1.577266,3.020391,1.267442,-1.532566,0.939202,2.108288,class0,cluster1
110,0.364521,-1.37897,0.901846,0.334995,-0.711524,-1.499737,-0.308292,1.104627,-0.930664,0.883208,-0.475271,-0.901604,-1.397146,0.440328,-0.129248,1.46225,-0.534193,-0.744863,0.970682,1.564556,1.128018,2.875153,1.662824,-0.160936,0.93877,-0.93749,-0.357922,0.39511,-0.112829,-0.333197,0.870315,-0.812083,1.727217,1.85972,1.65226,0.053013,0.258841,-0.569968,2.486667,class2,cluster1
111,0.083353,-0.158307,-0.27785,0.989373,1.798824,0.461651,0.663168,-0.717299,0.285159,-1.247713,0.343786,-0.423514,0.490743,-0.717038,0.905649,-0.274289,1.321062,-0.359754,-0.065372,0.060673,0.020579,0.579734,0.122284,0.549356,-0.671655,-0.4099,2.397783,0.639359,1.312565,0.415915,1.460233,-0.887301,-0.14806,1.663836,0.865198,-1.818398,-1.623964,2.192744,-1.295277,class1,cluster0
112,2.005092,1.214379,0.617621,-1.218727,-0.105709,0.277652,0.918773,0.543618,1.043557,-0.253962,1.949018,-0.568823,-1.057225,-1.478052,-0.143845,0.89588,-0.189361,1.394125,0.180122,-1.271312,0.600176,-0.538824,1.145908,-0.949816,-0.194761,-0.624424,1.905279,0.683761,-0.21734,-0.284972,-0.874085,1.06717,-1.162805,2.065049,0.013455,-0.597485,-0.803885,1.397839,3.533071,class0,cluster1
113,-0.535268,0.444739,0.185069,1.218341,0.981786,0.096701,-0.50991,-1.106558,0.435948,0.033266,0.366477,-0.239465,0.955061,2.588084,0.941284,-0.270432,0.38179,0.304328,-0.297898,-0.960591,0.349178,0.141847,-0.814127,1.625669,1.342011,0.475629,-1.693337,1.491478,0.530522,-0.819621,-0.851135,-1.843273,0.851339,0.818347,-2.435457,0.382615,-1.466588,1.650074,-0.861279,class1,cluster0
114,0.406498,0.492503,0.407433,-0.012611,-0.104065,0.771606,-0.800496,0.615898,0.390993,0.35592,0.061541,-1.402423,0.660953,0.159608,0.120953,0.599276,1.615029,-0.259579,-0.562903,-0.631743,-2.085617,-0.343296,0.617394,-0.764625,-1.416636,-1.506911,0.463126,-0.066875,-0.079843,0.306014,0.554166,-0.006096,0.338127,-1.392874,2.036332,1.452327,0.576364,0.218943,-3.13244,class2,cluster0
